query,normalized_query,total_clicks,total_impressions,weighted_ctr,best_position_guess,distinct_pages_count,possible_cannibalization_guess,query_intent_guess,query_theme_guess
sierpleister gevel,sierpleister gevel,0,1,0.0,17,1,False,commercial_investigative,stuc_crepi
sierpleister korrel,sierpleister korrel,0,1,0.0,17,1,False,commercial_investigative,stuc_crepi
sierpleister kosten,sierpleister kosten,0,20,0.0,25,1,False,commercial,prijs_kosten
sierpleister prijs,sierpleister prijs,0,13,0.0,36.75,2,False,commercial,prijs_kosten
sierpleister repareren,sierpleister repareren,0,27,0.0,41.78,1,False,commercial_investigative,stuc_crepi
sierpleister spachtelputz,sierpleister spachtelputz,0,3,0.0,4.67,1,False,commercial_investigative,stuc_crepi
sierpleister voor buiten,sierpleister voor buiten,0,7,0.0,12,3,True,commercial_investigative,stuc_crepi
soorten stucwerk buiten,soorten stucwerk buiten,0,1,0.0,3,1,False,commercial_investigative,stuc_crepi
spachtelputz 3mm,spachtelputz 3mm,0,6,0.0,12.17,1,False,commercial_investigative,stuc_crepi
spachtelputz buiten,spachtelputz buiten,0,15,0.0,77.07,1,False,commercial_investigative,stuc_crepi
spachtelputz buitengevel,spachtelputz buitengevel,0,6,0.0,2,2,False,commercial_investigative,stuc_crepi
spachtelputz gevel,spachtelputz gevel,0,1,0.0,1,1,False,commercial_investigative,stuc_crepi
spachtelputz korrelgrootte,spachtelputz korrelgrootte,0,1,0.0,20,1,False,commercial_investigative,stuc_crepi
spachtelputz prijs,spachtelputz prijs,0,4,0.0,44.25,1,False,commercial,prijs_kosten
spachtelputz prijzen,spachtelputz prijzen,0,16,0.0,55.62,1,False,commercial_investigative,stuc_crepi
spachtelputz voor buiten,spachtelputz voor buiten,0,1,0.0,52,1,False,commercial_investigative,stuc_crepi
specialistisch stucwerk in rotterdam,specialistisch stucwerk in rotterdam,0,11,0.0,29,1,False,commercial_investigative,stuc_crepi
stapelblokken tuin stucen,stapelblokken tuin stucen,0,1,0.0,14,1,False,commercial_investigative,stuc_crepi
steenstrips buitengevel,steenstrips buitengevel,0,1,0.0,2,1,False,commercial_investigative,steenstrips
steenstrips stucen,steenstrips stucen,0,6,0.0,1,1,False,commercial_investigative,steenstrips
stof verwijderen na verbouwing,stof verwijderen na verbouwing,0,3,0.0,38.33,1,False,commercial_investigative,other
strakke nieuwbouw muren,strakke nieuwbouw muren,0,27,0.0,26.59,1,False,commercial_investigative,other
stuc buiten,stuc buiten,0,3,0.0,21.67,1,False,commercial_investigative,stuc_crepi
stuc buitenmuur,stuc buitenmuur,0,2,0.0,3.5,1,False,commercial_investigative,stuc_crepi
stuc voor buiten,stuc voor buiten,0,6,0.0,26.67,1,False,commercial_investigative,stuc_crepi
stuc voor buitenmuur,stuc voor buitenmuur,0,2,0.0,2.5,1,False,commercial_investigative,stuc_crepi
stucen behangklaar,stucen behangklaar,0,28,0.0,25.43,1,False,commercial_investigative,stuc_crepi
stucen buitengevel,stucen buitengevel,0,3,0.0,18.33,1,False,commercial_investigative,stuc_crepi
stucen buitenmuur,stucen buitenmuur,0,12,0.0,14.25,1,False,commercial_investigative,stuc_crepi
stucen buitenmuur kosten,stucen buitenmuur kosten,0,2,0.0,10,1,False,commercial,prijs_kosten
stucen gevel,stucen gevel,0,37,0.0,9.57,1,False,commercial_investigative,stuc_crepi
stucen rotterdam,stucen rotterdam,0,20,0.0,19.9,1,False,commercial_investigative,stuc_crepi
stuck werk,stuck werk,0,1,0.0,11,1,False,commercial_investigative,stuc_crepi
stucmortel,stucmortel,0,1,0.0,2,1,False,commercial_investigative,stuc_crepi
stucmortel buiten,stucmortel buiten,0,3,0.0,16.33,1,False,commercial_investigative,stuc_crepi
stucmortel voor buiten,stucmortel voor buiten,0,2,0.0,12.5,1,False,commercial_investigative,stuc_crepi
stucplaat buitengevel,stucplaat buitengevel,0,2,0.0,2,1,False,commercial_investigative,stuc_crepi
stucplaten buitengevel,stucplaten buitengevel,0,1,0.0,2,1,False,commercial_investigative,stuc_crepi
stucplaten voor buiten,stucplaten voor buiten,0,1,0.0,2,1,False,commercial_investigative,stuc_crepi
stucwerk behangklaar,stucwerk behangklaar,0,1,0.0,40,1,False,commercial_investigative,stuc_crepi
stucwerk binnen,stucwerk binnen,0,1,0.0,11,1,False,commercial_investigative,stuc_crepi
stucwerk buiten,stucwerk buiten,0,26,0.0,39.23,1,False,commercial_investigative,stuc_crepi
stucwerk buiten repareren,stucwerk buiten repareren,0,1,0.0,40,1,False,commercial_investigative,stuc_crepi
stucwerk buitenmuur,stucwerk buitenmuur,0,4,0.0,15.5,1,False,commercial_investigative,stuc_crepi
stucwerk buitenmuur repareren,stucwerk buitenmuur repareren,0,1,0.0,3,1,False,commercial_investigative,stuc_crepi
stucwerk gevel,stucwerk gevel,0,2,0.0,12.5,1,False,commercial_investigative,stuc_crepi
stucwerk gevels,stucwerk gevels,0,2,0.0,18.5,1,False,commercial_investigative,stuc_crepi
stucwerk op isolatie detail,stucwerk op isolatie detail,0,10,0.0,4.1,1,False,commercial_investigative,stuc_crepi
stucwerk rotterdam,stucwerk rotterdam,0,1,0.0,23,1,False,commercial_investigative,stuc_crepi
stucwerk sausklaar,stucwerk sausklaar,0,31,0.0,43.19,1,False,commercial_investigative,stuc_crepi
stucwerk verwijderen baksteen,stucwerk verwijderen baksteen,0,1,0.0,3,1,False,commercial_investigative,stuc_crepi
stucwerk voor buiten,stucwerk voor buiten,0,2,0.0,26,1,False,commercial_investigative,stuc_crepi
stukadoor buitengevel,stukadoor buitengevel,0,2,0.0,2.5,1,False,commercial_investigative,core_isolation
stukadoors rotterdam,stukadoors rotterdam,0,1,0.0,4,1,False,commercial_investigative,other
stukadoorsbedrijf rotterdam,stukadoorsbedrijf rotterdam,0,1,0.0,8,1,False,commercial_investigative,other
tuinmuur stucen,tuinmuur stucen,0,3,0.0,2.33,1,False,commercial_investigative,stuc_crepi
tuinmuurtje stucen,tuinmuurtje stucen,0,1,0.0,4,1,False,commercial_investigative,stuc_crepi
van behangklaar naar sausklaar,van behangklaar naar sausklaar,0,3,0.0,24.33,1,False,commercial_investigative,other
van behangklaar naar sausklaar kosten,van behangklaar naar sausklaar kosten,0,17,0.0,14.76,1,False,commercial,prijs_kosten
verbouw schoonmaak,verbouw schoonmaak,0,18,0.0,20.83,1,False,commercial_investigative,other
verbouwing schoonmaak,verbouwing schoonmaak,0,35,0.0,30.11,1,False,commercial_investigative,other
vergunning gevelisolatie,vergunning gevelisolatie,0,1,0.0,1,1,False,commercial_investigative,subsidie_vergunning
verschil behangklaar en sausklaar,verschil behangklaar en sausklaar,0,9,0.0,19.78,1,False,informational,other
vochtproblemen rotterdam,vochtproblemen rotterdam,0,2,0.0,28,1,False,commercial_investigative,other
wanden behangklaar,wanden behangklaar,0,10,0.0,63.2,1,False,commercial_investigative,other
wanden sausklaar maken,wanden sausklaar maken,0,6,0.0,31.33,1,False,commercial_investigative,other
wanden stucen,wanden stucen,0,1,0.0,45,1,False,commercial_investigative,stuc_crepi
wapeningsmat,wapeningsmat,0,1,0.0,61,1,False,commercial_investigative,other
wat betekent sausklaar,wat betekent sausklaar,0,3,0.0,3,1,False,commercial_investigative,other
wat betekent sausklaar opleveren,wat betekent sausklaar opleveren,0,3,0.0,1,1,False,commercial_investigative,other
wat is etics,wat is etics,0,3,0.0,6.67,1,False,informational,core_isolation
wat is sausklaar,wat is sausklaar,0,1,0.0,3,1,False,informational,other
wat is sausklaar opleveren,wat is sausklaar opleveren,0,1,0.0,1,1,False,informational,other
wat kost buitenmuur stucen,wat kost buitenmuur stucen,0,37,0.0,19.95,1,False,commercial,prijs_kosten
wat kost gevel isolatie,wat kost gevel isolatie,0,5,0.0,11.6,1,False,commercial,prijs_kosten
wat kost gevelisolatie,wat kost gevelisolatie,0,5,0.0,19,1,False,commercial,prijs_kosten
waterdichte sierpleister,waterdichte sierpleister,0,1,0.0,18,1,False,commercial_investigative,stuc_crepi
weber buitenstuc,weber buitenstuc,0,1,0.0,5,1,False,commercial_investigative,stuc_crepi
welke kleur is dit,welke kleur is dit,0,1,0.0,1,1,False,commercial_investigative,other
welke soorten stucwerk zijn geschikt voor moderne interieurstijlen?,welke soorten stucwerk zijn geschikt voor moderne interieurstijlen?,0,2,0.0,12,2,False,commercial_investigative,stuc_crepi
zelf buitenmuur stucen,zelf buitenmuur stucen,0,2,0.0,4,1,False,commercial_investigative,stuc_crepi
